super_category,category,category_icon,activity_en_new,activity_new_icon,index,tags
Get active,Winter Sports,snowflake,Skating,snowflake,273,"camping, hiking, skating, parks, theme parks"
Nature,Parks & Nature Parks,tree,Parks,tree,273,"camping, hiking, skating, parks, theme parks"
With kids,Theme Parks,puzzle-piece,Theme Parks,puzzle-piece,273,"camping, hiking, skating, parks, theme parks"
Get active,Hiking,person-hiking,Camping,campground,690,camping
Others,Others,,Other activities,,690,camping
Get active,Hiking,person-hiking,Camping,campground,161,"camping, hiking, beaches, nature parks, whale watching"
Get active,Hiking,person-hiking,Hiking,person-hiking,161,"camping, hiking, beaches, nature parks, whale watching"
Get active,Water Sports,sailboat,Beaches,person-swimming,161,"camping, hiking, beaches, nature parks, whale watching"
Nature,Parks & Nature Parks,tree,Nature Parks,tree,161,"camping, hiking, beaches, nature parks, whale watching"
With kids,Zoo & Wildlife,hippo,Whale Watching,otter,161,"camping, hiking, beaches, nature parks, whale watching"
Get active,Hiking,person-hiking,Camping,campground,2456,"camping, paddleboarding, snowshoeing, parks"
Get active,Water Sports,sailboat,Paddleboarding,sailboat,2456,"camping, paddleboarding, snowshoeing, parks"
Get active,Winter Sports,snowflake,Snowshoeing,snowflake,2456,"camping, paddleboarding, snowshoeing, parks"
Nature,Parks & Nature Parks,tree,Parks,tree,2456,"camping, paddleboarding, snowshoeing, parks"
Get active,Hiking,person-hiking,Camping,campground,538,"camping, dog sledding"
Get active,Winter Sports,snowflake,Dog sledding,sleigh,538,"camping, dog sledding"
Others,Others,,Other activities,,538,"camping, dog sledding"
Get active,Hiking,person-hiking,Camping,campground,1380,"camping, golf courses"
Relax,Golf,golf-ball-tee,Golf Courses,golf-ball-tee,1380,"camping, golf courses"
Get active,Hiking,person-hiking,Camping,campground,999,"camping, beach & pool, beaches"
Get active,Water Sports,sailboat,Beach & Pool,person-swimming,999,"camping, beach & pool, beaches"
Get active,Water Sports,sailboat,Beaches,person-swimming,999,"camping, beach & pool, beaches"
Get active,Hiking,person-hiking,Camping,campground,2442,"camping, nature parks, waterfalls"
Nature,Parks & Nature Parks,tree,Nature Parks,tree,2442,"camping, nature parks, waterfalls"
Nature,Waterfalls,shower,Waterfalls,shower,2442,"camping, nature parks, waterfalls"
Get active,Hiking,person-hiking,Camping,campground,17,"camping, observatories & planetariums"
With kids,Theme Parks,puzzle-piece,Observatories & Planetariums,star,17,"camping, observatories & planetariums"
Get active,Hiking,person-hiking,Camping,campground,1689,"camping, hiking, beaches, boat tours, alpine skiing, cross-country ski, snowshoeing, nature parks, fishing"
Get active,Hiking,person-hiking,Hiking,person-hiking,1689,"camping, hiking, beaches, boat tours, alpine skiing, cross-country ski, snowshoeing, nature parks, fishing"
Get active,Water Sports,sailboat,Beaches,person-swimming,1689,"camping, hiking, beaches, boat tours, alpine skiing, cross-country ski, snowshoeing, nature parks, fishing"
Get active,Water Sports,sailboat,Boat Tours,sailboat,1689,"camping, hiking, beaches, boat tours, alpine skiing, cross-country ski, snowshoeing, nature parks, fishing"
Get active,Winter Sports,snowflake,Alpine skiing,snowflake,1689,"camping, hiking, beaches, boat tours, alpine skiing, cross-country ski, snowshoeing, nature parks, fishing"
Get active,Winter Sports,snowflake,Cross-country Ski,snowflake,1689,"camping, hiking, beaches, boat tours, alpine skiing, cross-country ski, snowshoeing, nature parks, fishing"
Get active,Winter Sports,snowflake,Snowshoeing,snowflake,1689,"camping, hiking, beaches, boat tours, alpine skiing, cross-country ski, snowshoeing, nature parks, fishing"
Nature,Parks & Nature Parks,tree,Nature Parks,tree,1689,"camping, hiking, beaches, boat tours, alpine skiing, cross-country ski, snowshoeing, nature parks, fishing"
Relax,Fishing,fish,Fishing,fish,1689,"camping, hiking, beaches, boat tours, alpine skiing, cross-country ski, snowshoeing, nature parks, fishing"
Get active,Hiking,person-hiking,Camping,campground,1548,"camping, hiking, kayaking & canoeing, alpine skiing, cross-country ski, snowshoeing"
Get active,Hiking,person-hiking,Hiking,person-hiking,1548,"camping, hiking, kayaking & canoeing, alpine skiing, cross-country ski, snowshoeing"
Get active,Water Sports,sailboat,Kayaking & Canoeing,sailboat,1548,"camping, hiking, kayaking & canoeing, alpine skiing, cross-country ski, snowshoeing"
Get active,Winter Sports,snowflake,Alpine skiing,snowflake,1548,"camping, hiking, kayaking & canoeing, alpine skiing, cross-country ski, snowshoeing"
Get active,Winter Sports,snowflake,Cross-country Ski,snowflake,1548,"camping, hiking, kayaking & canoeing, alpine skiing, cross-country ski, snowshoeing"
Get active,Winter Sports,snowflake,Snowshoeing,snowflake,1548,"camping, hiking, kayaking & canoeing, alpine skiing, cross-country ski, snowshoeing"
Get active,Hiking,person-hiking,Camping,campground,2431,"camping, parks, waterfalls"
Nature,Parks & Nature Parks,tree,Parks,tree,2431,"camping, parks, waterfalls"
Nature,Waterfalls,shower,Waterfalls,shower,2431,"camping, parks, waterfalls"
Get active,Hiking,person-hiking,Camping,campground,1203,"camping, farm, nature & wildlife areas, whale watching, zoos"
Visit a farm,Farms,cow,Farm,apple-whole,1203,"camping, farm, nature & wildlife areas, whale watching, zoos"
With kids,Zoo & Wildlife,hippo,Nature & Wildlife Areas,paw,1203,"camping, farm, nature & wildlife areas, whale watching, zoos"
With kids,Zoo & Wildlife,hippo,Whale Watching,otter,1203,"camping, farm, nature & wildlife areas, whale watching, zoos"
With kids,Zoo & Wildlife,hippo,Zoos,hippo,1203,"camping, farm, nature & wildlife areas, whale watching, zoos"
Get active,Hiking,person-hiking,Camping,campground,2399,"camping, beaches"
Get active,Water Sports,sailboat,Beaches,person-swimming,2399,"camping, beaches"
Get active,Hiking,person-hiking,Camping,campground,323,"camping, hiking, beaches, parks"
Get active,Hiking,person-hiking,Hiking,person-hiking,323,"camping, hiking, beaches, parks"
Get active,Water Sports,sailboat,Beaches,person-swimming,323,"camping, hiking, beaches, parks"
Nature,Parks & Nature Parks,tree,Parks,tree,323,"camping, hiking, beaches, parks"
Get active,Hiking,person-hiking,Camping,campground,929,"camping, waterfalls"
Nature,Waterfalls,shower,Waterfalls,shower,929,"camping, waterfalls"
Others,Others,,Other activities,,929,"camping, waterfalls"
Get active,Hiking,person-hiking,Camping,campground,432,camping
Get active,Hiking,person-hiking,Camping,campground,877,"camping, beach & pool, beaches, boat tours"
Get active,Water Sports,sailboat,Beach & Pool,person-swimming,877,"camping, beach & pool, beaches, boat tours"
Get active,Water Sports,sailboat,Beaches,person-swimming,877,"camping, beach & pool, beaches, boat tours"
Get active,Water Sports,sailboat,Boat Tours,sailboat,877,"camping, beach & pool, beaches, boat tours"
Get active,Hiking,person-hiking,Camping,campground,2789,"camping, beaches, marinas, fishing"
Get active,Water Sports,sailboat,Beaches,person-swimming,2789,"camping, beaches, marinas, fishing"
Get active,Water Sports,sailboat,Marinas,sailboat,2789,"camping, beaches, marinas, fishing"
Relax,Fishing,fish,Fishing,fish,2789,"camping, beaches, marinas, fishing"
Get active,Hiking,person-hiking,Camping,campground,876,"camping, beach & pool, theme parks, water parks"
Get active,Water Sports,sailboat,Beach & Pool,person-swimming,876,"camping, beach & pool, theme parks, water parks"
With kids,Theme Parks,puzzle-piece,Theme Parks,puzzle-piece,876,"camping, beach & pool, theme parks, water parks"
With kids,Theme Parks,puzzle-piece,Water Parks,water,876,"camping, beach & pool, theme parks, water parks"
Get active,Hiking,person-hiking,Camping,campground,2396,"camping, hiking, beaches, nature & wildlife areas"
Get active,Hiking,person-hiking,Hiking,person-hiking,2396,"camping, hiking, beaches, nature & wildlife areas"
Get active,Water Sports,sailboat,Beaches,person-swimming,2396,"camping, hiking, beaches, nature & wildlife areas"
With kids,Zoo & Wildlife,hippo,Nature & Wildlife Areas,paw,2396,"camping, hiking, beaches, nature & wildlife areas"
Get active,Hiking,person-hiking,Camping,campground,2128,"camping, hiking, alpine skiing, cross-country ski, snowshoeing, nature & wildlife areas"
Get active,Hiking,person-hiking,Hiking,person-hiking,2128,"camping, hiking, alpine skiing, cross-country ski, snowshoeing, nature & wildlife areas"
Get active,Winter Sports,snowflake,Alpine skiing,snowflake,2128,"camping, hiking, alpine skiing, cross-country ski, snowshoeing, nature & wildlife areas"
Get active,Winter Sports,snowflake,Cross-country Ski,snowflake,2128,"camping, hiking, alpine skiing, cross-country ski, snowshoeing, nature & wildlife areas"
Get active,Winter Sports,snowflake,Snowshoeing,snowflake,2128,"camping, hiking, alpine skiing, cross-country ski, snowshoeing, nature & wildlife areas"
With kids,Zoo & Wildlife,hippo,Nature & Wildlife Areas,paw,2128,"camping, hiking, alpine skiing, cross-country ski, snowshoeing, nature & wildlife areas"
Get active,Hiking,person-hiking,Camping,campground,2281,"camping, beaches"
Get active,Water Sports,sailboat,Beaches,person-swimming,2281,"camping, beaches"
Get active,Hiking,person-hiking,Camping,campground,2512,"camping, parks"
Nature,Parks & Nature Parks,tree,Parks,tree,2512,"camping, parks"
Get active,Hiking,person-hiking,Camping,campground,655,"camping, kayaking & canoeing, paddleboarding, river rafting"
Get active,Water Sports,sailboat,Kayaking & Canoeing,sailboat,655,"camping, kayaking & canoeing, paddleboarding, river rafting"
Get active,Water Sports,sailboat,Paddleboarding,sailboat,655,"camping, kayaking & canoeing, paddleboarding, river rafting"
Get active,Water Sports,sailboat,River Rafting,sailboat,655,"camping, kayaking & canoeing, paddleboarding, river rafting"
Get active,Hiking,person-hiking,Camping,campground,1993,"camping, gift shops"
Relax,Shopping,tag,Gift Shops,tag,1993,"camping, gift shops"
Get active,Hiking,person-hiking,Camping,campground,2782,"camping, nature & wildlife areas"
With kids,Zoo & Wildlife,hippo,Nature & Wildlife Areas,paw,2782,"camping, nature & wildlife areas"
Get active,Hiking,person-hiking,Camping,campground,2404,"camping, hiking, alpine skiing, cross-country ski, snowshoeing, parks"
Get active,Hiking,person-hiking,Hiking,person-hiking,2404,"camping, hiking, alpine skiing, cross-country ski, snowshoeing, parks"
Get active,Winter Sports,snowflake,Alpine skiing,snowflake,2404,"camping, hiking, alpine skiing, cross-country ski, snowshoeing, parks"
Get active,Winter Sports,snowflake,Cross-country Ski,snowflake,2404,"camping, hiking, alpine skiing, cross-country ski, snowshoeing, parks"
Get active,Winter Sports,snowflake,Snowshoeing,snowflake,2404,"camping, hiking, alpine skiing, cross-country ski, snowshoeing, parks"
Nature,Parks & Nature Parks,tree,Parks,tree,2404,"camping, hiking, alpine skiing, cross-country ski, snowshoeing, parks"
Get active,Hiking,person-hiking,Camping,campground,2229,"camping, hiking, kayaking & canoeing, paddleboarding, scuba & snorkeling, nature & wildlife areas"
Get active,Hiking,person-hiking,Hiking,person-hiking,2229,"camping, hiking, kayaking & canoeing, paddleboarding, scuba & snorkeling, nature & wildlife areas"
Get active,Water Sports,sailboat,Kayaking & Canoeing,sailboat,2229,"camping, hiking, kayaking & canoeing, paddleboarding, scuba & snorkeling, nature & wildlife areas"
Get active,Water Sports,sailboat,Paddleboarding,sailboat,2229,"camping, hiking, kayaking & canoeing, paddleboarding, scuba & snorkeling, nature & wildlife areas"
Get active,Water Sports,sailboat,Scuba & Snorkeling,sailboat,2229,"camping, hiking, kayaking & canoeing, paddleboarding, scuba & snorkeling, nature & wildlife areas"
With kids,Zoo & Wildlife,hippo,Nature & Wildlife Areas,paw,2229,"camping, hiking, kayaking & canoeing, paddleboarding, scuba & snorkeling, nature & wildlife areas"
Get active,Hiking,person-hiking,Camping,campground,2828,camping
Others,Others,,Other activities,,2828,camping
Get active,Hiking,person-hiking,Camping,campground,2780,"camping, hiking, fishing, nature & wildlife areas"
Get active,Hiking,person-hiking,Hiking,person-hiking,2780,"camping, hiking, fishing, nature & wildlife areas"
Relax,Fishing,fish,Fishing,fish,2780,"camping, hiking, fishing, nature & wildlife areas"
With kids,Zoo & Wildlife,hippo,Nature & Wildlife Areas,paw,2780,"camping, hiking, fishing, nature & wildlife areas"
Get active,Hiking,person-hiking,Camping,campground,438,"camping, kayaking & canoeing, paddleboarding"
Get active,Water Sports,sailboat,Kayaking & Canoeing,sailboat,438,"camping, kayaking & canoeing, paddleboarding"
Get active,Water Sports,sailboat,Paddleboarding,sailboat,438,"camping, kayaking & canoeing, paddleboarding"
Get active,Hiking,person-hiking,Camping,campground,1407,"camping, beach & pool, entertainment centers, water parks"
Get active,Water Sports,sailboat,Beach & Pool,person-swimming,1407,"camping, beach & pool, entertainment centers, water parks"
With kids,Games,gamepad,Entertainment Centers,gamepad,1407,"camping, beach & pool, entertainment centers, water parks"
With kids,Theme Parks,puzzle-piece,Water Parks,water,1407,"camping, beach & pool, entertainment centers, water parks"
Get active,Hiking,person-hiking,Camping,campground,2385,"camping, hiking, beaches, nature parks"
Get active,Hiking,person-hiking,Hiking,person-hiking,2385,"camping, hiking, beaches, nature parks"
Get active,Water Sports,sailboat,Beaches,person-swimming,2385,"camping, hiking, beaches, nature parks"
Nature,Parks & Nature Parks,tree,Nature Parks,tree,2385,"camping, hiking, beaches, nature parks"
Get active,Hiking,person-hiking,Camping,campground,2394,"camping, nature parks, parks"
Nature,Parks & Nature Parks,tree,Nature Parks,tree,2394,"camping, nature parks, parks"
Nature,Parks & Nature Parks,tree,Parks,tree,2394,"camping, nature parks, parks"
Get active,Hiking,person-hiking,Camping,campground,433,camping
Others,Others,,Other activities,,433,camping
Get active,Hiking,person-hiking,Camping,campground,2230,"camping, beaches, parks"
Get active,Water Sports,sailboat,Beaches,person-swimming,2230,"camping, beaches, parks"
Nature,Parks & Nature Parks,tree,Parks,tree,2230,"camping, beaches, parks"
Get active,Hiking,person-hiking,Camping,campground,2384,"camping, hiking, boat tours, snowshoeing, nature parks, nature & wildlife areas"
Get active,Hiking,person-hiking,Hiking,person-hiking,2384,"camping, hiking, boat tours, snowshoeing, nature parks, nature & wildlife areas"
Get active,Water Sports,sailboat,Boat Tours,sailboat,2384,"camping, hiking, boat tours, snowshoeing, nature parks, nature & wildlife areas"
Get active,Winter Sports,snowflake,Snowshoeing,snowflake,2384,"camping, hiking, boat tours, snowshoeing, nature parks, nature & wildlife areas"
Nature,Parks & Nature Parks,tree,Nature Parks,tree,2384,"camping, hiking, boat tours, snowshoeing, nature parks, nature & wildlife areas"
With kids,Zoo & Wildlife,hippo,Nature & Wildlife Areas,paw,2384,"camping, hiking, boat tours, snowshoeing, nature parks, nature & wildlife areas"
Get active,Hiking,person-hiking,Camping,campground,2508,"camping, hiking, nature parks, parks, nature & wildlife areas"
Get active,Hiking,person-hiking,Hiking,person-hiking,2508,"camping, hiking, nature parks, parks, nature & wildlife areas"
Nature,Parks & Nature Parks,tree,Nature Parks,tree,2508,"camping, hiking, nature parks, parks, nature & wildlife areas"
Nature,Parks & Nature Parks,tree,Parks,tree,2508,"camping, hiking, nature parks, parks, nature & wildlife areas"
With kids,Zoo & Wildlife,hippo,Nature & Wildlife Areas,paw,2508,"camping, hiking, nature parks, parks, nature & wildlife areas"
Get active,Hiking,person-hiking,Camping,campground,2434,"camping, beach & pool, parks, waterfalls"
Get active,Water Sports,sailboat,Beach & Pool,person-swimming,2434,"camping, beach & pool, parks, waterfalls"
Nature,Parks & Nature Parks,tree,Parks,tree,2434,"camping, beach & pool, parks, waterfalls"
Nature,Waterfalls,shower,Waterfalls,shower,2434,"camping, beach & pool, parks, waterfalls"
Get active,Hiking,person-hiking,Camping,campground,3253,"camping, farm"
Visit a farm,Farms,cow,Farm,apple-whole,3253,"camping, farm"
