,dist_km,time_min,city,place_idx,name
2696,546.556,348.5833,Lévis,269,Bloc de L'est
2697,496.689,386.35,Saguenay,269,Bloc de L'est
2698,673.903,415.7667,Trois-Rivières,269,Bloc de L'est
2699,794.906,482.3667,Terrebonne,269,Bloc de L'est
2700,69.661,50.4333,Montréal,270,Blockhaus de la Riviere-Lacolle
2701,309.63,176.1,Québec,270,Blockhaus de la Riviere-Lacolle
2702,94.421,67.0333,Laval,270,Blockhaus de la Riviere-Lacolle
2703,260.376,151.7,Gatineau,270,Blockhaus de la Riviere-Lacolle
2704,63.742,46.55,Longueuil,270,Blockhaus de la Riviere-Lacolle
2705,162.195,113.2333,Sherbrooke,270,Blockhaus de la Riviere-Lacolle
2706,294.061,167.9167,Lévis,270,Blockhaus de la Riviere-Lacolle
2707,509.686,293.3,Saguenay,270,Blockhaus de la Riviere-Lacolle
2708,205.667,121.35,Trois-Rivières,270,Blockhaus de la Riviere-Lacolle
2709,96.86,64.85,Terrebonne,270,Blockhaus de la Riviere-Lacolle
2710,23.334,21.5833,Montréal,271,Bloke barbers
2711,274.259,157.4,Québec,271,Bloke barbers
2712,24.655,22.45,Laval,271,Bloke barbers
2713,190.57,111.7667,Gatineau,271,Bloke barbers
2714,29.954,30.2667,Longueuil,271,Bloke barbers
2715,173.002,103.9167,Sherbrooke,271,Bloke barbers
2716,258.69,149.2167,Lévis,271,Bloke barbers
2717,474.315,274.6,Saguenay,271,Bloke barbers
2718,149.402,89.15,Trois-Rivières,271,Bloke barbers
2719,38.754,30.5333,Terrebonne,271,Bloke barbers
2720,70.798,47.5833,Montréal,272,Boeuf Local
2721,307.138,169.9,Québec,272,Boeuf Local
2722,50.812,35.9833,Laval,272,Boeuf Local
2723,137.327,79.6667,Gatineau,272,Boeuf Local
2724,77.418,56.25,Longueuil,272,Boeuf Local
2725,220.466,129.9167,Sherbrooke,272,Boeuf Local
2726,299.854,170.5833,Lévis,272,Boeuf Local
2727,507.194,287.0833,Saguenay,272,Boeuf Local
2728,176.901,101.1333,Trois-Rivières,272,Boeuf Local
2729,60.901,39.2167,Terrebonne,272,Boeuf Local
2730,57.605,44.3167,Montréal,273,Bois de Belle-Riviere Regional Park
2731,298.192,168.3333,Québec,273,Bois de Belle-Riviere Regional Park
2732,40.608,33.9167,Laval,273,Bois de Belle-Riviere Regional Park
2733,144.567,84.2833,Gatineau,273,Bois de Belle-Riviere Regional Park
2734,64.225,52.9833,Longueuil,273,Bois de Belle-Riviere Regional Park
2735,207.273,126.65,Sherbrooke,273,Bois de Belle-Riviere Regional Park
2736,289.65,168.5167,Lévis,273,Bois de Belle-Riviere Regional Park
2737,498.248,285.5167,Saguenay,273,Bois de Belle-Riviere Regional Park
2738,167.955,99.5667,Trois-Rivières,273,Bois de Belle-Riviere Regional Park
2739,51.955,37.65,Terrebonne,273,Bois de Belle-Riviere Regional Park
2740,20.056,26.2167,Montréal,274,Boise Du Tremblay
2741,240.598,136.3167,Québec,274,Boise Du Tremblay
2742,33.503,29.5333,Laval,274,Boise Du Tremblay
2743,213.01,129.2667,Gatineau,274,Boise Du Tremblay
2744,11.165,20.7333,Longueuil,274,Boise Du Tremblay
2745,160.742,97.2333,Sherbrooke,274,Boise Du Tremblay
2746,225.029,128.1167,Lévis,274,Boise Du Tremblay
2747,440.654,253.5,Saguenay,274,Boise Du Tremblay
2748,139.179,83.8333,Trois-Rivières,274,Boise Du Tremblay
2749,30.372,27.3333,Terrebonne,274,Boise Du Tremblay
2750,665.996,439.3667,Montréal,275,Boise de la Pointe St Gilles
2751,415.128,318.4167,Québec,275,Boise de la Pointe St Gilles
2752,679.443,442.6833,Laval,275,Boise de la Pointe St Gilles
2753,858.95,542.4167,Gatineau,275,Boise de la Pointe St Gilles
2754,663.232,432.1833,Longueuil,275,Boise de la Pointe St Gilles
2755,647.148,423.65,Sherbrooke,275,Boise de la Pointe St Gilles
2756,428.241,304.95,Lévis,275,Boise de la Pointe St Gilles
2757,315.962,227.0,Saguenay,275,Boise de la Pointe St Gilles
2758,555.588,372.1333,Trois-Rivières,275,Boise de la Pointe St Gilles
2759,676.591,438.7333,Terrebonne,275,Boise de la Pointe St Gilles
2760,350.159,219.1833,Montréal,276,Boise du Quai
2761,97.49,72.4333,Québec,276,Boise du Quai
2762,364.287,221.95,Laval,276,Boise du Quai
2763,534.493,314.6667,Gatineau,276,Boise du Quai
2764,347.395,212.0,Longueuil,276,Boise du Quai
2765,331.311,203.4667,Sherbrooke,276,Boise du Quai
2766,115.236,85.9667,Lévis,276,Boise du Quai
2767,144.772,120.6667,Saguenay,276,Boise du Quai
2768,225.776,143.35,Trois-Rivières,276,Boise du Quai
2769,346.779,209.95,Terrebonne,276,Boise du Quai
2770,18.461,22.65,Montréal,277,Boldwin
2771,238.236,133.1833,Québec,277,Boldwin
2772,31.908,25.9667,Laval,277,Boldwin
2773,211.415,125.7,Gatineau,277,Boldwin
2774,17.556,18.25,Longueuil,277,Boldwin
2775,158.38,94.1,Sherbrooke,277,Boldwin
2776,222.667,125.0,Lévis,277,Boldwin
2777,438.292,250.3667,Saguenay,277,Boldwin
2778,137.584,80.2667,Trois-Rivières,277,Boldwin
2779,28.777,23.7667,Terrebonne,277,Boldwin
2780,132.045,84.8167,Montréal,278,Bonheur de Passion
2781,368.385,207.1333,Québec,278,Bonheur de Passion
2782,112.059,73.2167,Laval,278,Bonheur de Passion
2783,77.494,50.5667,Gatineau,278,Bonheur de Passion
2784,138.665,93.5,Longueuil,278,Bonheur de Passion
2785,281.713,167.15,Sherbrooke,278,Bonheur de Passion
2786,361.101,207.8333,Lévis,278,Bonheur de Passion
2787,568.441,324.3333,Saguenay,278,Bonheur de Passion
2788,238.148,138.3667,Trois-Rivières,278,Bonheur de Passion
2789,122.148,76.45,Terrebonne,278,Bonheur de Passion
2790,323.519,213.4,Montréal,279,Bonnet Rouge Rafting
2791,562.814,336.6333,Québec,279,Bonnet Rouge Rafting
2792,306.488,202.7167,Laval,279,Bonnet Rouge Rafting
2793,125.24,98.3667,Gatineau,279,Bonnet Rouge Rafting
2794,330.139,222.0833,Longueuil,279,Bonnet Rouge Rafting
2795,473.187,295.7333,Sherbrooke,279,Bonnet Rouge Rafting
2796,555.53,337.3167,Lévis,279,Bonnet Rouge Rafting
2797,762.87,453.8167,Saguenay,279,Bonnet Rouge Rafting
2798,432.577,267.8667,Trois-Rivières,279,Bonnet Rouge Rafting
2799,316.577,205.9333,Terrebonne,279,Bonnet Rouge Rafting
2800,157.432,97.9667,Montréal,280,Boquebiere
2801,238.438,137.9,Québec,280,Boquebiere
2802,182.192,114.5667,Laval,280,Boquebiere
2803,352.94,206.6167,Gatineau,280,Boquebiere
2804,148.772,94.1667,Longueuil,280,Boquebiere
2805,0.948,3.1833,Sherbrooke,280,Boquebiere
2806,222.869,129.7167,Lévis,280,Boquebiere
2807,438.494,255.1,Saguenay,280,Boquebiere
2808,150.583,96.9667,Trois-Rivières,280,Boquebiere
2809,186.181,114.45,Terrebonne,280,Boquebiere
2810,269.48,163.7167,Montréal,281,Bora Parc Valcartier
2811,29.855,25.1333,Québec,281,Bora Parc Valcartier
2812,284.547,166.4167,Laval,281,Bora Parc Valcartier
2813,454.753,259.1167,Gatineau,281,Bora Parc Valcartier
2814,266.716,156.5333,Longueuil,281,Bora Parc Valcartier
2815,250.632,148.0,Sherbrooke,281,Bora Parc Valcartier
2816,34.557,30.4833,Lévis,281,Bora Parc Valcartier
2817,206.109,132.8833,Saguenay,281,Bora Parc Valcartier
2818,146.036,87.8,Trois-Rivières,281,Bora Parc Valcartier
2819,267.039,154.4,Terrebonne,281,Bora Parc Valcartier
2820,666.322,439.6833,Montréal,282,Borale
2821,415.454,318.7333,Québec,282,Borale
2822,679.769,443.0,Laval,282,Borale
2823,859.276,542.7333,Gatineau,282,Borale
2824,663.558,432.5,Longueuil,282,Borale
2825,647.474,423.9667,Sherbrooke,282,Borale
2826,428.567,305.2667,Lévis,282,Borale
2827,316.288,227.3333,Saguenay,282,Borale
2828,555.914,372.45,Trois-Rivières,282,Borale
2829,676.917,439.0667,Terrebonne,282,Borale
2830,300.711,194.5,Montréal,283,Boreal River Adventures
2831,540.006,317.7167,Québec,283,Boreal River Adventures
2832,283.68,183.8,Laval,283,Boreal River Adventures
2833,102.432,79.45,Gatineau,283,Boreal River Adventures
2834,307.331,203.1667,Longueuil,283,Boreal River Adventures
2835,450.379,276.8333,Sherbrooke,283,Boreal River Adventures
2836,532.722,318.4,Lévis,283,Boreal River Adventures
2837,740.062,434.9,Saguenay,283,Boreal River Adventures
2838,409.769,248.95,Trois-Rivières,283,Boreal River Adventures
2839,293.769,187.0167,Terrebonne,283,Boreal River Adventures
2840,41.499,31.0833,Montréal,284,Boreale
2841,277.839,153.4,Québec,284,Boreale
2842,21.513,19.4833,Laval,284,Boreale
2843,164.932,97.0667,Gatineau,284,Boreale
2844,48.119,39.75,Longueuil,284,Boreale
2845,191.167,113.4167,Sherbrooke,284,Boreale
2846,270.555,154.0833,Lévis,284,Boreale
2847,477.895,270.5833,Saguenay,284,Boreale
2848,147.602,84.6333,Trois-Rivières,284,Boreale
2849,31.602,22.7,Terrebonne,284,Boreale
2850,140.981,96.3333,Montréal,285,Borealis
2851,132.163,77.6,Québec,285,Borealis
2852,142.056,90.3,Laval,285,Borealis
2853,312.262,183.0,Gatineau,285,Borealis
2854,147.686,95.7167,Longueuil,285,Borealis
2855,150.697,100.65,Sherbrooke,285,Borealis
2856,129.152,78.4167,Lévis,285,Borealis
2857,332.219,194.7833,Saguenay,285,Borealis
2858,1.888,6.2167,Trois-Rivières,285,Borealis
2859,124.548,78.2833,Terrebonne,285,Borealis
2860,38.196,39.35,Montréal,286,Botanix Pepiniere Lapointe
2861,255.399,145.0,Québec,286,Botanix Pepiniere Lapointe
2862,26.405,25.25,Laval,286,Botanix Pepiniere Lapointe
2863,195.314,118.75,Gatineau,286,Botanix Pepiniere Lapointe
2864,44.901,38.75,Longueuil,286,Botanix Pepiniere Lapointe
2865,193.805,118.65,Sherbrooke,286,Botanix Pepiniere Lapointe
2866,252.388,145.8167,Lévis,286,Botanix Pepiniere Lapointe
2867,455.455,262.1833,Saguenay,286,Botanix Pepiniere Lapointe
2868,125.162,76.2333,Trois-Rivières,286,Botanix Pepiniere Lapointe
2869,6.458,12.4667,Terrebonne,286,Botanix Pepiniere Lapointe
2870,58.398,45.9,Montréal,287,Boucannerie Belle-Riviere
2871,298.985,169.9333,Québec,287,Boucannerie Belle-Riviere
2872,41.401,35.5167,Laval,287,Boucannerie Belle-Riviere
2873,144.559,84.5833,Gatineau,287,Boucannerie Belle-Riviere
2874,65.018,54.5833,Longueuil,287,Boucannerie Belle-Riviere
2875,208.066,128.2333,Sherbrooke,287,Boucannerie Belle-Riviere
2876,290.443,170.1167,Lévis,287,Boucannerie Belle-Riviere
2877,499.041,287.1167,Saguenay,287,Boucannerie Belle-Riviere
2878,168.748,101.1667,Trois-Rivières,287,Boucannerie Belle-Riviere
2879,52.748,39.2333,Terrebonne,287,Boucannerie Belle-Riviere
2880,983.469,623.1667,Montréal,288,Boucle De La Foret Magique
2881,766.331,498.9167,Québec,288,Boucle De La Foret Magique
2882,996.916,626.4833,Laval,288,Boucle De La Foret Magique
2883,1176.423,726.2167,Gatineau,288,Boucle De La Foret Magique
2884,980.705,615.9833,Longueuil,288,Boucle De La Foret Magique
2885,964.621,607.4667,Sherbrooke,288,Boucle De La Foret Magique
2886,745.714,488.75,Lévis,288,Boucle De La Foret Magique
2887,695.847,526.5333,Saguenay,288,Boucle De La Foret Magique
2888,873.061,555.95,Trois-Rivières,288,Boucle De La Foret Magique
2889,994.064,622.55,Terrebonne,288,Boucle De La Foret Magique
2890,214.167,127.75,Montréal,289,Bougie Doozy Candle
2891,453.462,250.9667,Québec,289,Bougie Doozy Candle
2892,197.136,117.0667,Laval,289,Bougie Doozy Candle
2893,15.888,12.7,Gatineau,289,Bougie Doozy Candle
2894,220.787,136.4333,Longueuil,289,Bougie Doozy Candle
2895,363.835,210.0833,Sherbrooke,289,Bougie Doozy Candle
2896,446.178,251.6667,Lévis,289,Bougie Doozy Candle
2897,653.518,368.1667,Saguenay,289,Bougie Doozy Candle
2898,323.225,182.2167,Trois-Rivières,289,Bougie Doozy Candle
2899,207.225,120.2833,Terrebonne,289,Bougie Doozy Candle
2900,429.117,243.9833,Montréal,290,Boutique Africaine Chez Papa Noel
2901,211.979,119.7167,Québec,290,Boutique Africaine Chez Papa Noel
2902,442.564,247.3,Laval,290,Boutique Africaine Chez Papa Noel
2903,622.071,347.0167,Gatineau,290,Boutique Africaine Chez Papa Noel
2904,426.353,236.7833,Longueuil,290,Boutique Africaine Chez Papa Noel
2905,410.269,228.2667,Sherbrooke,290,Boutique Africaine Chez Papa Noel
2906,191.362,109.5667,Lévis,290,Boutique Africaine Chez Papa Noel
2907,176.251,168.4833,Saguenay,290,Boutique Africaine Chez Papa Noel
2908,318.709,176.75,Trois-Rivières,290,Boutique Africaine Chez Papa Noel
2909,439.712,243.35,Terrebonne,290,Boutique Africaine Chez Papa Noel
2910,114.894,89.2167,Montréal,291,Boutique Artisanat Peruvien de Lanaudiere
2911,245.568,149.8833,Québec,291,Boutique Artisanat Peruvien de Lanaudiere
2912,102.271,83.1167,Laval,291,Boutique Artisanat Peruvien de Lanaudiere
2913,245.456,178.4833,Gatineau,291,Boutique Artisanat Peruvien de Lanaudiere
2914,121.599,88.6167,Longueuil,291,Boutique Artisanat Peruvien de Lanaudiere
2915,196.752,169.25,Sherbrooke,291,Boutique Artisanat Peruvien de Lanaudiere
2916,242.557,150.7,Lévis,291,Boutique Artisanat Peruvien de Lanaudiere
2917,445.624,267.0667,Saguenay,291,Boutique Artisanat Peruvien de Lanaudiere
2918,115.331,81.1167,Trois-Rivières,291,Boutique Artisanat Peruvien de Lanaudiere
2919,84.763,71.1,Terrebonne,291,Boutique Artisanat Peruvien de Lanaudiere
2920,396.295,250.7333,Montréal,292,Boutique Charlevoix
2921,143.626,103.9833,Québec,292,Boutique Charlevoix
2922,410.423,253.5,Laval,292,Boutique Charlevoix
2923,580.629,346.2,Gatineau,292,Boutique Charlevoix
2924,393.531,243.55,Longueuil,292,Boutique Charlevoix
2925,377.447,235.0167,Sherbrooke,292,Boutique Charlevoix
2926,161.372,117.5,Lévis,292,Boutique Charlevoix
2927,171.36,135.0333,Saguenay,292,Boutique Charlevoix
2928,271.912,174.8833,Trois-Rivières,292,Boutique Charlevoix
2929,392.915,241.5,Terrebonne,292,Boutique Charlevoix
2930,76.961,51.45,Montréal,293,Boutique Griffon
2931,313.301,173.7667,Québec,293,Boutique Griffon
2932,56.975,39.85,Laval,293,Boutique Griffon
2933,181.326,106.95,Gatineau,293,Boutique Griffon
2934,83.581,60.1333,Longueuil,293,Boutique Griffon
2935,226.629,133.7833,Sherbrooke,293,Boutique Griffon
2936,306.017,174.4667,Lévis,293,Boutique Griffon
2937,513.357,290.9667,Saguenay,293,Boutique Griffon
2938,183.064,105.0,Trois-Rivières,293,Boutique Griffon
2939,67.064,43.0833,Terrebonne,293,Boutique Griffon
2940,458.237,298.0667,Montréal,294,Boutique L'Abreuvoir
2941,272.936,175.0833,Québec,294,Boutique L'Abreuvoir
2942,459.312,292.0333,Laval,294,Boutique L'Abreuvoir
2943,629.518,384.7333,Gatineau,294,Boutique L'Abreuvoir
2944,464.942,297.4667,Longueuil,294,Boutique L'Abreuvoir
2945,474.352,306.05,Sherbrooke,294,Boutique L'Abreuvoir
2946,290.813,189.1167,Lévis,294,Boutique L'Abreuvoir
2947,121.195,93.7,Saguenay,294,Boutique L'Abreuvoir
2948,334.502,221.85,Trois-Rivières,294,Boutique L'Abreuvoir
2949,441.804,280.0333,Terrebonne,294,Boutique L'Abreuvoir
2950,348.328,215.5333,Montréal,295,Boutique La Lavandiere
2951,95.659,68.7833,Québec,295,Boutique La Lavandiere
2952,362.456,218.3,Laval,295,Boutique La Lavandiere
2953,532.662,311.0167,Gatineau,295,Boutique La Lavandiere
2954,345.564,208.35,Longueuil,295,Boutique La Lavandiere
2955,329.48,199.8167,Sherbrooke,295,Boutique La Lavandiere
2956,113.405,82.3167,Lévis,295,Boutique La Lavandiere
2957,142.941,117.0167,Saguenay,295,Boutique La Lavandiere
2958,223.945,139.7,Trois-Rivières,295,Boutique La Lavandiere
2959,344.948,206.3,Terrebonne,295,Boutique La Lavandiere
2960,848.838,533.4833,Montréal,296,Boutique La Torpille
2961,631.7,409.2167,Québec,296,Boutique La Torpille
2962,862.285,536.8,Laval,296,Boutique La Torpille
2963,1041.792,636.5333,Gatineau,296,Boutique La Torpille
2964,846.074,526.3,Longueuil,296,Boutique La Torpille
2965,829.99,517.7667,Sherbrooke,296,Boutique La Torpille
2966,611.083,399.0667,Lévis,296,Boutique La Torpille
2967,561.216,436.8333,Saguenay,296,Boutique La Torpille
2968,738.43,466.25,Trois-Rivières,296,Boutique La Torpille
2969,859.433,532.85,Terrebonne,296,Boutique La Torpille
2970,348.639,216.8333,Montréal,297,Boutique Le Joker
2971,95.97,70.0833,Québec,297,Boutique Le Joker
2972,362.767,219.6,Laval,297,Boutique Le Joker
2973,532.973,312.3,Gatineau,297,Boutique Le Joker
2974,345.875,209.65,Longueuil,297,Boutique Le Joker
2975,329.791,201.1167,Sherbrooke,297,Boutique Le Joker
2976,113.716,83.6,Lévis,297,Boutique Le Joker
2977,142.21,116.0,Saguenay,297,Boutique Le Joker
2978,224.256,140.9833,Trois-Rivières,297,Boutique Le Joker
2979,345.259,207.6,Terrebonne,297,Boutique Le Joker
2980,160.541,97.6167,Montréal,298,Boutique Les 3 Fees
2981,248.59,139.65,Québec,298,Boutique Les 3 Fees
2982,185.301,114.2167,Laval,298,Boutique Les 3 Fees
2983,356.049,206.2667,Gatineau,298,Boutique Les 3 Fees
2984,151.881,93.8167,Longueuil,298,Boutique Les 3 Fees
2985,5.374,9.4,Sherbrooke,298,Boutique Les 3 Fees
2986,233.021,131.45,Lévis,298,Boutique Les 3 Fees
2987,448.646,256.8333,Saguenay,298,Boutique Les 3 Fees
2988,160.735,98.7,Trois-Rivières,298,Boutique Les 3 Fees
2989,189.479,115.2833,Terrebonne,298,Boutique Les 3 Fees
2990,46.037,34.0167,Montréal,299,Boutique Vie En Harmonie
2991,296.962,169.8167,Québec,299,Boutique Vie En Harmonie
2992,47.367,35.7,Laval,299,Boutique Vie En Harmonie
2993,164.66,95.9667,Gatineau,299,Boutique Vie En Harmonie
2994,52.657,42.6833,Longueuil,299,Boutique Vie En Harmonie
2995,195.705,116.35,Sherbrooke,299,Boutique Vie En Harmonie
2996,281.393,161.6333,Lévis,299,Boutique Vie En Harmonie
2997,497.018,287.0167,Saguenay,299,Boutique Vie En Harmonie
2998,172.105,101.5667,Trois-Rivières,299,Boutique Vie En Harmonie
2999,61.466,43.7833,Terrebonne,299,Boutique Vie En Harmonie
3000,78.721,55.7667,Montréal,300,Boutique Vintage Rose
3001,262.314,164.1333,Québec,300,Boutique Vintage Rose
3002,103.481,72.3667,Laval,300,Boutique Vintage Rose
3003,274.229,164.4333,Gatineau,300,Boutique Vintage Rose
3004,70.061,51.9667,Longueuil,300,Boutique Vintage Rose
3005,128.622,82.8333,Sherbrooke,300,Boutique Vintage Rose
3006,246.745,155.95,Lévis,300,Boutique Vintage Rose
3007,462.37,281.3333,Saguenay,300,Boutique Vintage Rose
3008,174.459,123.2,Trois-Rivières,300,Boutique Vintage Rose
3009,107.659,73.45,Terrebonne,300,Boutique Vintage Rose
3010,162.598,104.6833,Montréal,301,Boutique cadeaux chez Guy
3011,149.411,93.0167,Québec,301,Boutique cadeaux chez Guy
3012,163.673,98.65,Laval,301,Boutique cadeaux chez Guy
3013,333.879,191.3667,Gatineau,301,Boutique cadeaux chez Guy
3014,169.303,104.0833,Longueuil,301,Boutique cadeaux chez Guy
3015,178.713,112.6667,Sherbrooke,301,Boutique cadeaux chez Guy
3016,146.4,93.8333,Lévis,301,Boutique cadeaux chez Guy
3017,349.467,210.2,Saguenay,301,Boutique cadeaux chez Guy
3018,38.863,28.4833,Trois-Rivières,301,Boutique cadeaux chez Guy
3019,146.165,86.65,Terrebonne,301,Boutique cadeaux chez Guy
3020,39.238,37.25,Montréal,302,Boutique l'Antilope
3021,224.403,127.05,Québec,302,Boutique l'Antilope
3022,52.685,40.5667,Laval,302,Boutique l'Antilope
3023,232.192,140.3,Gatineau,302,Boutique l'Antilope
3024,28.262,28.6833,Longueuil,302,Boutique l'Antilope
3025,144.547,87.9667,Sherbrooke,302,Boutique l'Antilope
3026,208.834,118.85,Lévis,302,Boutique l'Antilope
3027,424.459,244.2333,Saguenay,302,Boutique l'Antilope
3028,136.548,86.1,Trois-Rivières,302,Boutique l'Antilope
3029,49.554,38.3667,Terrebonne,302,Boutique l'Antilope
3030,107.427,72.45,Montréal,303,Boutiverre
3031,247.716,165.2833,Québec,303,Boutiverre
3032,132.187,89.05,Laval,303,Boutiverre
3033,302.935,181.1,Gatineau,303,Boutiverre
3034,98.767,68.65,Longueuil,303,Boutiverre
3035,75.889,52.3833,Sherbrooke,303,Boutiverre
3036,232.147,157.1,Lévis,303,Boutiverre
3037,447.772,282.4667,Saguenay,303,Boutiverre
3038,159.861,124.3333,Trois-Rivières,303,Boutiverre
3039,136.365,90.1167,Terrebonne,303,Boutiverre
3040,74.905,56.1333,Montréal,304,Brasserie Artisanale Maltstrom
3041,215.096,123.6,Québec,304,Brasserie Artisanale Maltstrom
3042,75.98,50.1,Laval,304,Brasserie Artisanale Maltstrom
3043,246.186,142.8,Gatineau,304,Brasserie Artisanale Maltstrom
3044,81.61,55.5333,Longueuil,304,Brasserie Artisanale Maltstrom
3045,230.514,135.4167,Sherbrooke,304,Brasserie Artisanale Maltstrom
3046,212.085,124.4167,Lévis,304,Brasserie Artisanale Maltstrom
3047,415.152,240.7833,Saguenay,304,Brasserie Artisanale Maltstrom
3048,84.859,54.8333,Trois-Rivières,304,Brasserie Artisanale Maltstrom
3049,58.472,38.1,Terrebonne,304,Brasserie Artisanale Maltstrom
3050,964.85,637.9333,Montréal,305,Brasserie Auval Brewing Co.
3051,747.712,513.6667,Québec,305,Brasserie Auval Brewing Co.
3052,978.297,641.25,Laval,305,Brasserie Auval Brewing Co.
3053,1157.804,740.9833,Gatineau,305,Brasserie Auval Brewing Co.
3054,962.086,630.75,Longueuil,305,Brasserie Auval Brewing Co.
3055,946.002,622.2167,Sherbrooke,305,Brasserie Auval Brewing Co.
3056,727.095,503.5167,Lévis,305,Brasserie Auval Brewing Co.
3057,677.228,541.3,Saguenay,305,Brasserie Auval Brewing Co.
3058,854.442,570.7,Trois-Rivières,305,Brasserie Auval Brewing Co.
3059,975.445,637.3167,Terrebonne,305,Brasserie Auval Brewing Co.
3060,107.158,73.4667,Montréal,306,Brasserie Boulevard
3061,157.909,94.0833,Québec,306,Brasserie Boulevard
3062,120.605,76.7833,Laval,306,Brasserie Boulevard
3063,300.112,176.5167,Gatineau,306,Brasserie Boulevard
3064,104.394,66.2833,Longueuil,306,Brasserie Boulevard
3065,75.57,50.3167,Sherbrooke,306,Brasserie Boulevard
3066,142.34,85.9,Lévis,306,Brasserie Boulevard
3067,357.965,211.2833,Saguenay,306,Brasserie Boulevard
3068,70.054,53.15,Trois-Rivières,306,Brasserie Boulevard
3069,117.474,74.5833,Terrebonne,306,Brasserie Boulevard
3070,25.935,28.4,Montréal,307,Brasserie Distillerie Champ Libre
3071,281.59,159.25,Québec,307,Brasserie Distillerie Champ Libre
3072,45.334,41.2,Laval,307,Brasserie Distillerie Champ Libre
3073,199.423,116.55,Gatineau,307,Brasserie Distillerie Champ Libre
3074,37.293,31.5833,Longueuil,307,Brasserie Distillerie Champ Libre
3075,172.517,102.2667,Sherbrooke,307,Brasserie Distillerie Champ Libre
3076,266.021,151.0667,Lévis,307,Brasserie Distillerie Champ Libre
3077,481.646,276.45,Saguenay,307,Brasserie Distillerie Champ Libre
3078,164.768,105.1167,Trois-Rivières,307,Brasserie Distillerie Champ Libre
3079,55.655,48.4667,Terrebonne,307,Brasserie Distillerie Champ Libre
3080,59.029,45.2833,Montréal,308,Brasserie Du Bois Blanc
3081,309.954,181.1,Québec,308,Brasserie Du Bois Blanc
3082,60.359,46.9667,Laval,308,Brasserie Du Bois Blanc
3083,155.47,94.3833,Gatineau,308,Brasserie Du Bois Blanc
3084,65.649,53.9667,Longueuil,308,Brasserie Du Bois Blanc
3085,208.697,127.6167,Sherbrooke,308,Brasserie Du Bois Blanc
3086,294.385,172.9167,Lévis,308,Brasserie Du Bois Blanc
3087,510.01,298.2833,Saguenay,308,Brasserie Du Bois Blanc
3088,185.097,112.85,Trois-Rivières,308,Brasserie Du Bois Blanc
3089,74.458,55.05,Terrebonne,308,Brasserie Du Bois Blanc
3090,27.057,24.7333,Montréal,309,Brasserie Le Manoir - Pointeclaire
3091,278.988,161.7833,Québec,309,Brasserie Le Manoir - Pointeclaire
3092,29.393,27.65,Laval,309,Brasserie Le Manoir - Pointeclaire
3093,182.219,107.1167,Gatineau,309,Brasserie Le Manoir - Pointeclaire
3094,33.452,33.55,Longueuil,309,Brasserie Le Manoir - Pointeclaire
3095,176.5,107.2,Sherbrooke,309,Brasserie Le Manoir - Pointeclaire
3096,263.419,153.5833,Lévis,309,Brasserie Le Manoir - Pointeclaire
3097,479.044,278.9667,Saguenay,309,Brasserie Le Manoir - Pointeclaire
3098,154.131,93.5167,Trois-Rivières,309,Brasserie Le Manoir - Pointeclaire
3099,43.492,35.7333,Terrebonne,309,Brasserie Le Manoir - Pointeclaire
3100,664.639,436.65,Montréal,310,Brasserie Les Trois Barils
3101,413.771,315.7,Québec,310,Brasserie Les Trois Barils
3102,678.086,439.9667,Laval,310,Brasserie Les Trois Barils
3103,857.593,539.7,Gatineau,310,Brasserie Les Trois Barils
3104,661.875,429.4667,Longueuil,310,Brasserie Les Trois Barils
3105,645.791,420.9333,Sherbrooke,310,Brasserie Les Trois Barils
3106,426.884,302.2333,Lévis,310,Brasserie Les Trois Barils
3107,314.605,224.3,Saguenay,310,Brasserie Les Trois Barils
3108,554.231,369.4167,Trois-Rivières,310,Brasserie Les Trois Barils
3109,675.234,436.0333,Terrebonne,310,Brasserie Les Trois Barils
3110,85.357,56.1667,Montréal,311,Brasserie West Shefford
3111,242.674,158.95,Québec,311,Brasserie West Shefford
3112,110.117,72.7667,Laval,311,Brasserie West Shefford
3113,280.865,164.8333,Gatineau,311,Brasserie West Shefford
3114,76.697,52.3667,Longueuil,311,Brasserie West Shefford
3115,77.328,48.9333,Sherbrooke,311,Brasserie West Shefford
3116,227.105,150.7667,Lévis,311,Brasserie West Shefford
3117,442.73,276.15,Saguenay,311,Brasserie West Shefford
3118,154.819,118.0167,Trois-Rivières,311,Brasserie West Shefford
3119,114.295,73.85,Terrebonne,311,Brasserie West Shefford
3120,71.492,54.5667,Montréal,312,Brasserie artisanale Albion
3121,217.649,127.7,Québec,312,Brasserie artisanale Albion
3122,72.567,48.5333,Laval,312,Brasserie artisanale Albion
3123,242.773,141.2333,Gatineau,312,Brasserie artisanale Albion
3124,78.197,53.9667,Longueuil,312,Brasserie artisanale Albion
3125,227.101,133.85,Sherbrooke,312,Brasserie artisanale Albion
3126,214.638,128.5167,Lévis,312,Brasserie artisanale Albion
3127,417.705,244.8833,Saguenay,312,Brasserie artisanale Albion
3128,87.412,58.9333,Trois-Rivières,312,Brasserie artisanale Albion
3129,55.059,36.5333,Terrebonne,312,Brasserie artisanale Albion
3130,53.324,41.4167,Montréal,313,Brasseurs du Monde
3131,205.633,114.1667,Québec,313,Brasseurs du Monde
3132,66.771,44.7333,Laval,313,Brasseurs du Monde
3133,246.278,144.4667,Gatineau,313,Brasseurs du Monde
